"","p1_1v","p1_2v","p1_3v","p2_1v","p2_2v","p2_3v","p3_1v","p3_2v","p3_3v","p32_1v","p32_2v","p32_3v","pbj_2v","pbj_3v","ps_1v","ps_2v","ps_3v","ps1_1v","ps1_2v","ps1_3v","ps2_1v","ps2_2v","ps2_3v"
"1",0.538687691801976,0.206800860415972,-0.00272313169003364,2.41342611217624,0.246264835881706,-0.00379439038993308,2.41342611217624,0.246264835881706,-0.00379439038993308,2.41342611217624,0.246264835881706,-0.00379439038993308,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,0.538687691801976,0.206800860415972,-0.00272313169003364,0.538687691801976,0.206800860415972,-0.00272313169003364
"2",2.79341989851493,0.0313505938814724,-9.18224031157758e-05,6.79523005366039,-0.0369488489368959,0.000421896798547423,6.79523005366039,-0.0369488489368959,0.000421896798547423,6.79523005366039,-0.0369488489368959,0.000421896798547423,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,2.79341989851493,0.0313505938814724,-9.18224031157758e-05,2.79341989851493,0.0313505938814724,-9.18224031157758e-05
"3",6.79523005366039,-0.0369488489368959,0.000421896798547423,6.79523005366039,-0.0369488489368959,0.000421896798547423,6.79523005366039,-0.0369488489368959,0.000421896798547423,6.79523005366039,-0.0369488489368959,0.000421896798547423,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,6.79523005366039,-0.0369488489368959,0.000421896798547423,6.79523005366039,-0.0369488489368959,0.000421896798547423
"4",0.654949440226021,0.184782629165577,-0.0022755692921275,0.888270163126559,0.251053867830115,-0.00310990909723669,0.888270163126559,0.251053867830115,-0.00310990909723669,0.888270163126559,0.251053867830115,-0.00310990909723669,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,0.654949440226021,0.184782629165577,-0.0022755692921275,0.654949440226021,0.184782629165577,-0.0022755692921275
"5",0.888270163126559,0.251053867830115,-0.00310990909723669,0.888270163126559,0.251053867830115,-0.00310990909723669,0.888270163126559,0.251053867830115,-0.00310990909723669,0.888270163126559,0.251053867830115,-0.00310990909723669,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,0.888270163126559,0.251053867830115,-0.00310990909723669,0.888270163126559,0.251053867830115,-0.00310990909723669
"6",0.808179415886435,0.165852390836824,-0.00165440654927153,-1.57117229864125,0.380135615733175,-0.00382133229287396,-1.57117229864125,0.380135615733175,-0.00382133229287396,-1.57117229864125,0.380135615733175,-0.00382133229287396,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,0.808179415886435,0.165852390836824,-0.00165440654927153,0.808179415886435,0.165852390836824,-0.00165440654927153
"7",1.52954626547132,0.121441726691952,-0.00107990303011243,7.07646076795072,-0.202007201763569,0.00446420767879876,7.07646076795072,-0.202007201763569,0.00446420767879876,7.07646076795072,-0.202007201763569,0.00446420767879876,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,1.52954626547132,0.121441726691952,-0.00107990303011243,1.52954626547132,0.121441726691952,-0.00107990303011243
"8",0.939214544535855,0.185671468445452,-0.00228067510010509,1.27310361936533,0.27210036078746,-0.00342564028742152,1.27310361936533,0.27210036078746,-0.00342564028742152,1.27310361936533,0.27210036078746,-0.00342564028742152,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,0.939214544535855,0.185671468445452,-0.00228067510010509,0.939214544535855,0.185671468445452,-0.00228067510010509
"9",2.43871138229202,0.110599618609992,-0.00130038973712906,4.98614112191116,0.101784275136729,-0.00105396282851705,4.98614112191116,0.101784275136729,-0.00105396282851705,4.98614112191116,0.101784275136729,-0.00105396282851705,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,2.43871138229202,0.110599618609992,-0.00130038973712906,2.43871138229202,0.110599618609992,-0.00130038973712906
"10",4.98614112191116,0.101784275136729,-0.00105396282851705,4.98614112191116,0.101784275136729,-0.00105396282851705,4.98614112191116,0.101784275136729,-0.00105396282851705,4.98614112191116,0.101784275136729,-0.00105396282851705,NA,NA,1.74901536147034,0.121562451314714,-0.00125033584170316,4.98614112191116,0.101784275136729,-0.00105396282851705,4.98614112191116,0.101784275136729,-0.00105396282851705
