"","p1_1v","p1_2v","p1_3v","p2_1v","p2_2v","p2_3v","p3_1v","p3_2v","p3_3v","p32_1v","p32_2v","p32_3v","pbj_2v","pbj_3v","ps_1v","ps_2v","ps_3v","ps1_1v","ps1_2v","ps1_3v","ps2_1v","ps2_2v","ps2_3v"
"1",0.971447133449541,0.166202405827681,-0.00172269430360646,1.42397615603258,0.16444219615923,-0.00176552007974183,1.63505130668584,0.159458563559294,-0.00172542337380025,1.99651691331206,0.135953307720659,-0.0014347649901777,0.156943417855165,-0.00167048650125687,1.31258001680335,0.148178411155623,-0.0015376945744003,1.12474622030342,0.152953438068148,-0.00158166337534763,-4.90033043053079,0.716353367399696,-0.0126502321755532
"2",0.51912243970777,0.192313141713677,-0.0020305866563869,1.20473618500386,0.174207888887955,-0.00185810724242602,1.40217774519101,0.167934560575143,-0.00178625843470003,1.12286037171932,0.193708234345449,-0.00221577103351781,0.165230559776737,-0.00177342272583413,1.15335649507181,0.158061026530083,-0.00168393839513135,1.00353000062327,0.161658843708909,-0.00172448862075732,-6.7950752243393,0.819988202664002,-0.0133909424667391
"3",0.804398712352908,0.201999158688227,-0.00238994999623349,1.64417914636127,0.170410662017485,-0.0020170950773489,1.68452927017502,0.171932965192221,-0.00203123883048607,2.09886314145905,0.155572372611727,-0.00188210622931946,0.178541507568908,-0.00209660965440116,1.08377616166973,0.179276806235466,-0.0021246876966203,0.871844588780983,0.186878947144295,-0.00222605957021741,-5.08019141038152,0.713804681340895,-0.0123032314930014
"4",0.411179412174878,0.201171479687307,-0.00214917822929544,0.956278775461394,0.185979370625833,-0.00195474254754951,1.03930187537474,0.184787481459451,-0.00192594093441225,1.18069692471596,0.179298360644031,-0.00191935586394991,0.14365072267231,-0.00146442715439462,0.6851867391734,0.177772323345182,-0.00185339495180472,0.359931083680132,0.19122361801436,-0.00201506508555587,-3.7111739385891,0.601742686404345,-0.0109908073535743
"5",0.589196528158615,0.165359359086414,-0.00169369178597083,1.22691592556306,0.153114942130627,-0.00152877143632249,1.36605951866055,0.15071944311681,-0.00151023340479847,0.847646735420249,0.195576845146862,-0.00220265692630916,0.17647304751169,-0.001910328781852,0.680768210747567,0.168605219153241,-0.00176561496054484,0.589196528158615,0.165359359086414,-0.00169369178597083,0.589194514038987,0.165359463890124,-0.00169369322522944
"6",0.545997217490265,0.181185712446281,-0.00181681604125279,1.29069711380344,0.155668116085106,-0.00152279392550527,1.4154217354108,0.153519980436379,-0.00149800879604092,1.35187418411716,0.163548016636951,-0.0017513207392392,0.147755931649147,-0.00147109626632534,0.922112718527069,0.162290980329121,-0.00168525542796162,0.709961261417608,0.16896454775267,-0.00176593239291216,0.709961073051903,0.168964561128237,-0.00176593256285169
"7",0.449195928350612,0.191735655936414,-0.00212726735123062,0.378731508750281,0.21516831819966,-0.00234245120923032,0.706050538400228,0.201863789123492,-0.00218803280288267,1.89388536471215,0.134060041395452,-0.00135506947027624,0.190177039272624,-0.00210810170406944,0.859253874771671,0.17466847172187,-0.00192551547307245,0.449195928350612,0.191735655936414,-0.00212726735123062,1.90936618784656,0.402270649538936,-0.0106925783254654
"8",0.532071728261978,0.20144244109754,-0.00222396080515586,1.24850365186158,0.179999829193567,-0.00197956940746394,1.43209319740438,0.173765003379611,-0.00189350483677036,2.08848938841916,0.147217975001556,-0.00169760696849493,0.15903767325435,-0.00176518295033555,0.829201118666203,0.178232550125706,-0.00196071760771551,0.695802677905854,0.180033007307809,-0.00197924216999207,0.695802698635307,0.180033006451818,-0.0019792421593308
"9",0.496047679422905,0.194354822975327,-0.002079311862563,0.859806376913335,0.187768512167804,-0.00199408552696892,1.11095955507144,0.178610477601383,-0.00188740905654214,1.15668409730809,0.16360080760757,-0.00164111745032796,0.162371920344044,-0.00173867649054228,0.801858533160157,0.172736916791979,-0.00181356689077045,0.607838555875272,0.177521681099933,-0.00186048575950625,-0.500529045461859,0.400078405152343,-0.00871478177925359
"10",1.32826184110376,0.141421084257844,-0.00147248749212054,2.2012154550316,0.114515407492088,-0.00110910461178478,2.2012154550316,0.114515407492088,-0.00110910461178478,2.2012154550316,0.114515407492088,-0.00110910461178478,NA,NA,0.801858533160157,0.172736916791979,-0.00181356689077045,1.32826184110376,0.141421084257844,-0.00147248749212054,1.32826184110376,0.141421084257844,-0.00147248749212054
